reviewText,deceptive
"A few weeks ago I was looking for a mounting solution for my iPhone in my Dodge truck, and was intrigued by the description and reviews I saw of this one.  A few days later, it arrived & I began experimenting with different ways to mount it.  The more ways I tried, the more I realized how versatile of a mount this is.  My mounting location of choice was the overhanging lip of the dashboard, above and to the right of the steering wheel.  However, the dash is composed of sort of rippled, patterned plastic, and I seriously doubted that I could get any kind of suction cup mount to work.

Amazingly, the ""Smart Pad"" that comes with this mount solves this problem perfectly, although it is not very well described in the enclosed instructions.  The Smart Pad is simply a tacky, very soft rubber-like disc, which is placed between a non-uniform mounting surface, and the suction cup mount.  Somehow, by applying suction against it from the suction cup mount side, the soft surface against the non-uniform mounting surface conforms to that surface and maintains suction against it.  Once I figured this out, I successfully managed to mount my iPhone just above and to the right of steering wheel.  I set it up so that it was easily visible while driving, got good GPS reception through the windshield, and was easily touched from my right hand, even while holding on to the steering wheel.

But, how well would it hang on to the overhanging lip, and how long would it stay?  The true test came right away: a drive from from Arizona to Alaska via the Alaska Highway - four days of normal road vibration, followed by about two days of rough roads with potholes, and frostheaves.  The result: it didn't come off even once.  I had to worry about mosquitoes, shifting trailer loads, and high gas prices.  But never about my iPhone coming loose.

A couple of weeks later, it continues to hang on tightly.  No longer do I have to fumble around with my iPhone to change songs, or try to wrestle it out from in between the seats, where it's slid into on a corner.

Overall, a convenient mounting option for the iPhone that is versatile, well-made, and easy to use.",0
"This is a great product.  I put it on my Droid Bionic and it fit just great.  The clear shield for the screen was better then any of the others I had brought previously, so I used it.  It has already saved my phone when it fell.  Easy to get off when I change out my battery.  I would recommend this for any Droid Bionic.",0
"Just received the Defender case and so far very impressed.  Great fit on the phone, and works as described.  Protects ports from dust and debris, and buttons are all still very easy to use.  Screen cover is very clear, and doesn't reduce responsiveness of touch screen at all.

I would highly recommend it.",0
"I ordered this case after seeing someone mention it in a forum having it for their Galaxy S2.  I checked it out and saw the good reviews and the price was reasonable so I said why not!  I had a Diztronic matte black case but thought it wouldn't protect my phone from a hard fall/impact so decided I needed something with a little more protection.  I was originally considering getting a Otterbox commuter or a Seidio active x.  I had an active x for my old Epic 4G but was wary of its durability since the hinges broke off so easily on them after some time.  So I went with this Acase and have been pleasantly surprised of its quality and form factor!  The Acase has that perfect balance of slimness and added protection.  It does collect dust and lint pretty easily since I carry it in my pocket so cleaning it will be in your interest.  Otherwise, I LOVE IT!!  It's a WINNER and you won't be disappointed!!",0
"My first impression on this headphone is ""Good build headphone"". It is made out of metal even on the on/off switch unit. Great corn design and fits very well on my ears. I like the material quality of this product, but the actual quality of sound is 2 stars. No base tone and the voice quality on the conference call was not so good. But with this price, this is still a good buy.",0
Great fitting case. I decided to try something new with this case and I am glad I did. the hybrid style TPU is great. It covers the power and volume sliders but does not hinder their access. The usb/charging access port is sized appropriately and allows the OEM usb charging cable to fit like it should.,0
"I both this because my first Clear device failed suddenly quit. Clear was useless at helping me fix the issue and troubleshoot, the customer service was not helpful. I had to resort to purchasing a new device...
However, this new device came quick and setting it up was simple and fast. I have used it around Baltimore and in NYC. It even catches signal when I was moving on the LIRR from Long Island to Manhattan! The signal is spotty in rural areas between states (doesnt bother me, of course the signal will be bad!) but it works very well in major cities and I'm happy so far. Good battery life too!",0
"This cradle is pretty secure when plugged into a power port, but I have trouble with the flexible arm slipping and moving in the ball joint.  I can't seem to tighten it up enough to keep the arm from falling down when driving.  The solution is to let the arm rest on something so it's it's able to support the phone's weight without moving.  I use this for travel and mounting my phone in rental cars, but it just hasn't been the slam dunk I was hoping it would be - it's just a little too bulky and too much a pain to use.  I'll probably keep my eye out for something better.

NEW UPDATE: I went a year and half of using this mount every week or two, and the cradle finally snapped.  Overall it wasn't a bad run.  I can still use the power port, but it's time to start looking for a replacement.",0
"Phones were just as requested, new and in the box. Unlike others who sell on here starting with the letter ""Z"" these were new and not refurbished!  Thanks.",0
"Love this, just wish the battery life lasted longer,I only use it to drive to and from work to be hands free, but I am constantly being reminded to ""charge"" it and it lasts only 1.5days, IF that long.",0
"This did not work with a new Mac running Lion with all the latest updates. Jabra's tech support's ""solution"" was to tell me to try a bunch of stuff that didn't work and then to tell me they don't actually support Macs. After I pointed out how not-support that was, they did step up to take another shot at it. However, by then I had figured it out on my own. So here is what YOU have to do if you try this with a Mac and it doesn't work. When your Mac says it has the latest software updates on everything, well, how do I say this -- it isn't true. Search the web for ""apple bluetooth updater"". Download it. Run it. Suddenly, your bluetooth, that was supposedly already up to the latest software is actually put on the latest software and suddenly this headset works. I asked Jabra to put this in their knowledge base but I don't know if they did.",0
"I was VERY happy when I saw that an adapter like this existed as when I upgraded my cell phone last year the 2.5mm earsets I had were useless in the new phones 3.5mm jack. I ordered a 2.5mm to 3.5mm adapter but it would not work on my phone and the company even sent another but it must be something about the phone itself (HTC Incredible) but proper sets work fine. I found this and decided to give it a try as I liked the idea of using the earset over only one ear and able to make use of the quality and comfort I had in the phone earset.

I can not express how great this adapter is for me. I get the comfort of my cell earset with the cleaner quality of the computer when I Skype, is just great. Going to buy another just to be sure I have a spare in case they become hard to find again as I will use this a lot and have like 5 or 6 earsets to wear out lol.",0
"UPDATE 11/04/2011-- I have now had this for several months and it seems to get worse. I have reset it several times, but the bluetooth just doesn't seem to be anywhere close to 20 feet for reception. If I put the phone in my front pockets the headset will lose connection, tell me there is no active phone connected, then 10 seconds later tell me there is an active phone connected. This is EXTREMELY annoying. Also if I hold the phone in my hand while walking or keep it in my pocket I hear lots of static. The only time this headset works perfectly is when I am in my car and the phone is on the seat next to me or at my desk and the phone is next to my keyboard. Anyother time I either get the no active phone message every 10 minutes or hear static. If I hold the phone up close to my head the static goes away when I am walking, which defeats the reason for a wireless headset. Keep in mind I have had this same issue on three devices, an HTC EVO and 2 different Palm phones with the same result. For $80 I would expect a much better performance.

This is the best bluetooth I have ever had. It pairs quickly and easily. The sound quality if fantastic when I listen to a caller or music. The people on the other line say I sound crystal clear. Much better than the 2 Jabras and motorola bluetooths I had before. Also very light and the earloop is great. One Jabra I owned the earloops were cheap and kept breaking. Everytime I called customer service they would send me packets of 3 for free, but it was still annoying.

My only con is that when I have been connected to my phone for a long while with no actions being taken the Q2 will tell me the connection to my phone is lost and then that the connection is re-established. Not sure what the issue is, but it doesn't bother enough for me to look for a solution at this time.",0
"Big and bulky, a very expensive rubber case. Will not fit into a pouch.  Seems too loose as a fit",0
"I have been using the Opteka BP-SC4000 solar charger for a week and it fully charges my Smartphone from being completely dead to full, with 25% left over on the charger.  Much better than any other unit out there for the money!  It also has a good sized solar panel that recharges in a reasonable amount of time, unlike the tiny panels on some models which take days to recharge the batteries.  Of course, you can always charge it with USB, but why not let the sun do it for free :)  The only thing that would make it perfect, would be if the solar panel could help to charge, even when you are charging your devices.  I have seen this feature on a few other chargers, but the manual isn't clear if this one works that way.  This would mainly be good as a feature while camping, but it might help if you have it in a window at home too.",0
"The phone recognizes the ""clone"" battery and complains of unsupported battery at power up.  However, the phone works until the battery runs out of juice then it won't charge it.  The charger will charge the original battery just fine.  Samsung, stop this nonsense!  We paid you enough!!!
With three batteries on hand, I won't fear of not having access to the phone while it being charged. The charger also serves as night-light while it plugs into the socket with its red/green leds.  Another use, for free!",0
"Received about one week ago, ordered three.  All had near full charge upon arrival. Had to use my own usb-apple cord to charge but they charged to full power in about 2 hours or so.  Left in the drawer for a few days then used them on apple ipod touches, both 3rd and 4th gen.  They charged the ipods in about 1 hour from < 20% to full capacity, with the battery capactiy of the charger dropping from fully charged to 2 lights (out of four to indicate fully charged).

Pros: simple, works, very cheap (1/10 the price of a different model that I purchased in April 2011)

Cons: comes without a cord, there is no side locks on the connector to prevent the ipod or iphone from slipping off the backup battery charger, so you have to hold the ipod/iphone onto the charger or rest it on a surface where they will not become separated.

I would buy again, especially since they were a whole of seven american dollars, and with amazon prime, no shipping charges.",0
"I bought this item on amazon and it came a week later. I got the cover with scratches on the back and the sides. The cover felt like plastic. It rarely fits and stays on my iphone 4s. I would not recommend this product to anyone!
DO NOT BUY!",0
I've had this case for about two months and I've dropped my phone at least three times a day. Not in purpose if course but it happens. But thanks to the bumped up corners and two cases nothing has happens to my galaxy s2 from Tmobile. Its one of the few cases for it and recommend to buy turnover anything else out there. Don't buy the do 3 case they sell at the store its junk cracked in the first droand don't worry about it being bulky you don't are a difference cuz the phone is huge at first,0
"After my Jawbone Era malfunctioned, while I waited for a warranty replacement to be sent I decided to try out the Bose Bluetooth Series 2, intending to sell the replacement Jawbone if the Bose proved to be a better headset.  Though the Era is far from perfect, I've been pretty happy with it.

After using the Bose for a few weeks, and also doing some head-to-head (no pun intended) testing against the Era when the replacement arrived, I ended up returning the Bose and keeping the Era.  However, it was a very difficult decision.

In terms of comfort, it was pretty much a tie (though I use a Plantronics 975 eargel on the Era... if I were comparing against the stock Jawbone eargels, the Bose would win easily).  The Bose was comfortable, but I did have a some irritation at the spot where the eargel protrudes into the ear canal slightly... switching back and forth between the standard medium eargel and the smaller one, I came to the conclusion that what I really needed was something in between the two.  But again, I generally found it to be comfortable (I ended up sticking with the medium).  It felt secure in my ear, not giving the impression that it was about to fall out.

For sound quality, I'd say the Bose wins in most categories.  Incoming audio was sufficiently loud and clear (in fact, I easily listened to an audiobook during a school field trip while riding on a bus with a bunch of screaming kids).  Outgoing audio was good on both headsets, but while the Era was better in a noise ""torture test"" scenario, the Bose sounded better for more realistic and common situations (sitting at my desk, driving on the Interstate, etc.).  I'd describe the Era's outgoing sound as being more ""full"" than the Bose, but the Bose sound was clearer and more intelligible.

In the end, I determined that there wasn't a big enough difference in sound quality between the two to overcome my main criticism of the Bose, a relatively lackluster feature set.  Specifically, the relatively imprecise battery life indication of the Bose seems downright primitive compared to the Era's voice announcements and on-screen iPhone meter.  Additionally, the Bose does not have the ability to turn off A2DP, which means all alerts and OS sounds on the iPhone go through the headset (which is problematic when the headset is on but not worn)... the Era gives the option of disabling A2DP.  However, I really consider this to be more of an iPhone fault... the iPhone should have the option of disabling A2DP (or let the user specify whether OS sounds should be routed to the headset or to the phone's speaker), so it's not fair to count this against the Bose headset.  Still, the Era compensates for this iPhone missing feature, and I wish the Bose did as well.

But all this being said, I really liked the Bose... I think if I had purchased it and the Era at the same time (and had the option of returning the loser for a full refund), I would have kept the Bose.  But the better sound quality of the Bose was not quite enough to overcome the lack of a good battery life indicator and the expense of keeping it and selling the Era for a big loss.

One big caveat though.  I have an iPhone 4... if I had upgraded to the iPhone 4S, there's no question that I would have kept the Bose, as it is clear that it would work much better with Siri (the Era's voice prompts ""get in the way"" of the user's interaction with Siri).",0
Item is exactly as it is shown. Very sturdy case very pretty as well. Even came with a free screen protector n cleaning cloth.,0
love these screen covers. fits my droid2 perfect. easy to use and good quality for the price of a coffee.,0
"When I tried out the Parrot I thought it was great and I finally found a bluetooth device for my car that worked! The sound quality was excellent, voice commands worked great, and it was a slim profile. However, after one day I would get in my car and it would not connect to my phone. It would keep say it was downloading my contacts and I could not get it to stop. It was downloading nothing. The phone wasn't even connected and the contacts were already downloaded. Resetting the device was no help. Sent it back and looking for another bluetooth device for my car.",0
"Honestly I was sceptical: How could I get four accessories for $2.25, and have everything actually fit the phone and work? But everything does fit and does work on our Curve 8330 BB phones. The items were shipped promptly and arrived a few days later.

I would like to thank that 12-year old in China for making this possible.",0
IT WAS A CABLE FOR MY PALM IT WAS GOOD.  MY OLD ONE WAS NOT WORK SO I JUST NEED A NEW ONE.,0
"I've always been happy with Kensington peripherals; and this one is no exception. The build is sturdy, is not cheap like many others designed & manufactured somewhere I've not heard of. This is designed in California and made in China, and the quality shows its design strengths. It doesn't slip on the desktop, it doesn't flip over backwards when you place your phone on it, and the UCB cable is detachable (not that I disconnect it at all, but a broken cable is easy to replace by another stock USB cable).

Recommended; don't fiddle with plugging that white connector to your iPhone, just put it on the cradle and you are done.",0
"There are MASS QUANTITIES of these devices being offered.  Most are probably made by the same prime manufacturer in China.  This review covers the item, boxed, and kitted with TWO SIM adapters in the thin cardboard carton. Identification reads ""Nano-SIM cutter for iPhone5 - including 1 pcs cutter 2 pcs adapters"".  THESE adapters make a big difference in your conversion satisfaction.  Many of the SIM adapter inserts are made of a thin clear or blackened plastic with a very thin translucent poly film covering one side.  The two adapters included in THIS kit (one for Nano-to-Micro and one for Nano-to-Mini sized SIM) both have rectangular holes in the center.  These are critical if you do not cut and ""shave"" your SIM card precisely!  The holes offer a bit of relief so when you insert the card, there is less pressure on the cut SIM;  the extra pressure would cause the SIM to warp slightly, making extraction very difficult or impossible in the future.

Speaking of shaving:  you MUST get yourself a nail file tool like the six-surface ones sold by mall beauty supply shops.  Costs about five bucks.  You need three surfaces: mid-rough, very fine, and polish.  You must shave down the cut Namo-SIM till the info is gone completely, then shave another pass.  Carefully use the fine grit to smooth the SIM and place a gentle chamfer to round out the surface.  THEN you MUST use the rubber polish edge to round out all TEN edges of the card so it feels buttery smooth.  YES, you must smooth down the golden finger edges, too, for best results. THEN, use the fine filing surface to run a few gentle passes over the SIM adapter, particularly the leading edge (on exit).  Polish this smooth also with the rubbery file surface.

After you are done, wipe down your SIM and adapter with a slightly alcohol-moistened microfiber cloth to clean off all your dust and finger oils.

The CUTTING TOOL is a work of art in its practical simplicity.  You slide the big Mini-SIM directly into the slot.  If it's a Micro-SIM, they have included a tiny metal frame for you to place the Micro-SIM;  then you slide it into the same slot in front of the cutter.  I suggest you hold the front of the assembly in towards the cutter body with a soda straw or your finger if you are brave.  Then press down firmly to make the cut.  My cutter arrived slightly out of alignment due to the feeble cushioning (none) in the shipping envelope.  I easily straightened it and added a few tiny globs of Teflon silicone grease on the contact surfaces and main spring.  Smooth as steel butter!

Patiently apply the prep tips above for maximum ease of transition into your hot new iPhone-5. Enjoy!",0
The phone is really unlocked and ofcourse with excellent nokia workmanship. I just inserted my tmobile sim and it was up and running. The call quality is good. i had no issues what so ever with this phone. wi-fi connection was a breeze....love this phone. I do not have a data plan but am connected most of the time to my home wi-fi and cable vision wi-fi hot spots when i am on the go. The GPS works flawless. Takes a little longer to connect to GPS signal but once connected does a excellent job.......strongly recomend this phone,0
"I received my extended 3800 mah batter for my Galaxy Nexus and the Seidio Extended battery case at the same time. The battery worked great but when I snapped this case on ....WOW.  Never been so disappointed in a Seidio product.  This was obviously a half-assed, out the door product.  The NFC 3 dots on the phone are on the right side, the opening on the case was on the LEFT!  USELESS!  Also, the case is a 2 piece, and the front is flimsy, and non-durable.  Parts of the, edges don't even snap together.  Not to mention it adds a RIDICULOUS amount of size!  Sadly, no other cases exist at this time for the Galaxy Nexus extended battery, so it's this or nothing.  I chose to return it.",0
"I originally bought the clear version of this case for my new iPhone 4, and was happy...at first. After using the clear case for a few days, I ran into a few problems including: The buttons were almost impossible to press, especially when docked. The camera flash wouldn't work in the case due to glare. After a couple weeks, the case already looked yellow. I returned that case when I found out that a smoked version was being released.

The Belkin Grip Vue feels great in my hands. It doesn't feel slippery like a plastic case does, but still feels much more solid than a soft silicon skin. It still slides into my pocket easily, but won't slide around a solid surface. It's translucent so you can still see the nice design of the antennae and apple logo. The buttons, especially the power button, are a dream to press. It's almost as easy as if the case wasn't on. And most importantly to me, the flash now works properly. Since the color of the case is much darker, it doesn't show dirt as easily and won't turn yellow like the clear one will. $25 seems like a bargain to me for a name brand case like this. My wife has the purple one and she loves hers as well. I'm so glad that I was able to find a good compromise that doesn't hide the nice design of the iPhone, but wraps it in a sturdy blanket!",0
"This car mount fits great and is easy to mount and release the Otterbox clad iPhone 4S each time I get in and out of my vehicle. There is quite a bit of vibration and movement because of the length of the flexible steel rod this thing is mounted too, but a little ingenuity will take care of that problem. Also, you'll need to make sure that you have it stuck to the window securely, or your phone may take a tumble. I use this mount to turn the 4S into a dashcam using the Witness App and the hole in the front of the mount is more than large enough to make it work without modification, although the vibration tends to cause a lot of camera shake unless you find a way to make the mount more sturdy. I set the mount low enough to contact the dash which took away 90% of the shakiness. In my wife's car I use a long, narrow hair band wrapped around the rear view mirror and the support shaft of the mount.",0
"It doesn't work, neither my TF101 or my TF201 charge with this thing. It also caused a reboot on my TF201. Stay away from this thing. Personally I'll keep on searching for something that does work.",0
"Review Update:

Only after I wrote my initial review below, I realize I mistook the top protective layer as the screen protector. The actual screen protector is crystal clear and smooth to slide your fingers on. Now, I end up applying it to the back of my phone but I still like it. So far, no scratches observed. Since it's made of firm film, it's much easier to apply than a name brand product (comes with squeegee and solution) that claims to be military grade. The one caveate is to make sure you apply it in a dust-free area or as close to it as possible.

Original review:
>>it's pure junk. The protector is too thick and textured to see through legibly. I use it for the back, but still easily get scratched from finger nails. I would not recommend it to anything but my enemies.<<",0
"Genuine Samsung and very well made.

Comes with a power adapter that is hardwired but that's not a big deal, I have many detachable USB chargers already.

Just another reason why Android/Windows phones are better than iPhone, you can change the battery!",0
"If you've associated belkin with the worst products in existence I don't blame you. I've had some just terrible belkin accessories and swore them off. This product totally redeemed their name in a small way. So lets get started. You plug the power end into your cig port, you then plug your 3.5mm headphone jack into your Aux port (you need an auxiliary port otherwise this thing is useless). From there you pair this bad boy to your smart phone by holding the button down until it starts flashing red and it goes into pairing mode.

Once you've paired it to your compatible device you're good to go. Hit play and your music will start playing through your car stereo. You can answer calls with this thing too. It has a built in mic that has decent quality. Push the big button to pause your tunes, shut off your car, and go wherever you're going. You don't have to unplug this thing because it shuts off automatically after 10 minutes. I know this because I sat in my car for 10 minutes to make sure it would in fact shut off. The audio quality for music is the same as a direct cable into your radio. I can't tell the difference and I have pretty good hearing. I couldn't be happier.

So now that you've got it working here is your workflow.

1. Get in your car and start it
2. Hit the button on this thing, it will pair and immediately start playing where it left off
3. ???
4. Profit

This is an expensive little gizmo however it does exactly what it's supposed to do. Nothing more, nothing less. You may get a rats nest of wires if your aux port is in the front dash of your car but you want wireless music right? So either pay the big bucks and add bluetooth to your current radio or deal with a couple or wires and pay a fraction of the cost.",0
"I like the TPU material better than all other options available on the market because it strikes a good balance between flexibility/softness/grip and protection. Pretty easy to put on, fully encases my iPhone. The only negative aspect is that since the case covers the volume buttons, it can be hard to press these buttons when the case is in use. My solution was simple, cut some tape, overlap them to increase overall thickness, then cut out a tiny square of it (the size of each volume button) then stick it to the inside of the case where the button rest. The idea is to bridge the gap between the iPhone button and the case. It protects very well against drops, which has happened about 2-3 times. In fact, the drop was silent because the TPU material cushioned it so well from the fall. I believe this case is far superior to hard plastic, which can crack or snap off from the device, or a thin layer of silicone, which may not provide adequate protection. It even shields the device (not full protect of course) from the occasional splash of water (or bodily fluid), which is definitely good for a physician / healthcare personnel working in the hospital setting. Now if only I can find a antimicrobial version of this :D",0
"I bought the blue Nokia N8 from Nokia but it took me to Amazon. So basically, I bought it from Amazon.
Amazon said it would reach on Aug. 30 & it did so I'd say within 3-4 days from Lexington, KY. That was fast & accurate.
$290 for this phone is a good price, considering the features it has. Smart phone with battery saver on.. I might get 2 days of battery usage before I charge it. Old phones like Nokia 6010 that I have are much better with battery & reception. Battery, music player, camera are important things for me when I look to buy a phone.
This phone came out in 2010. I bought it the end of Aug. 2012 so I had to completely update the phone's software to Symbian Belle. I use t-mobile but they don't sell this phone although they told me that N8 has the highest trade compared to the other phones (I don't know what that means).
I don't have internet but my home wi-fi. The GPS works well but the phone becomes really hot when you use it. I installed battery monitor, Skype, Opera mobile onto the phone. It has a voice recorder which is a good app for those who like to sing & record her voice.
Overall, I like the phone. From Nokia E71 to this phone, I'm glad.",0
"I bought 2 as presents for my sibling over Christmas for their cell phones from ""Reliable Merchandise corp aka RMC Bargains"" but it didn't look like the one in the pictures (look the photos I' upload).  The one that I received didn't not have a built in USB port for for my sibling to hook the charging cable into.  They had to carry an extra cable in the box.  Another thing was that it didn't have an AC plug to charge the device.  The charger was unable to charge my sister's iPhone.  It did charge my brother's Samsung Infuse.

Pros: nice and small

Cons:  Bad Seller (going to give him a bad review).
  Didn't have a built in USB port & had to carry extra cable.",0
"The package arrived and one of the large black ink cartridges had exploded in the post, so already the value of the package was reduced.

I tried to install the second black ink cartridge and when I opened the cartridge black ink squirted our all over the carpet, my hands and my clothes.  The cost in cleaning alone is more than the cost of buying OEM cartridges.  Reading other reviews it seems that everyone that lives at altitude has this problem.

I then printed a page and did a side by side comparison with a black page I just printed 1 minute earlier with the last of the ink in the original OEM cartridge. The black in this cartridge does not print black but rather prints dark purple, OK for drafts but not for presentation or photo purposes.

2 stars since it did actually work once I cleaned up the mess.",0
"Very nice.  Beautiful cover and for the price, you can't beat it!  Its convenient, has storage for credit cards  Can just grab phone and go!",0
"For me, the device has worked almost exactly as advertised. I charge it, and I can use it to charge my iPhone. I can even charge it and my iPhone at the same time. Since everyone seems to be measuring their capacity experience, here's mine: If I fully charge the Satechi, I can get approximately two full charges on my iPhone 4 before I have to charge it again. By ""full charges,"" I mean I let my iPhone drop to between 10 and 20% power. After getting it back up to 100% (twice), I can only charge it once more to about 40-50%. Not as impressive as some people claim, but still a nice backup to have (I see some people say ""up to 4 times!"" -- maybe they are only charging it from 40 or 50% up to a full charge? Who knows.)

The one nag I have is the lights on the device. It seems to be extremely inconsistent in signifying how much power it has left. I can leave it plugged in for 24 hours and it almost never lights completely up. It has 5 little lights and in the 3 months I've had it, I think I've seen all 5 lights on maybe twice, and as soon as I unplug it from the charge, the indicator is back down to four lights. It's hard to tell if/when it is ever fully charged, so I just generally leave it plugged in overnight (6-8 hours) and assume it's fully charged in the morning. I'll use it to charge my phone a couple of times, and it still has three lights, so I feel confident it still has plenty of charge. Then I try to charge my phone again, and it dies right away. I have very little confidence in the indicator lights actually giving an accurate depiction of how much power the device has left, so I just have to make sure I keep a mental note of how much I've used it since I last charged it.

I'm seeing now that there are some reviews saying that people have called Satechi and are being told that the recommended method to charge it is to use a USB port. This is ridiculous and if this is the case, I would never have purchased this particular device (there are plenty of others to choose from). One of the main reasons I bought this is so that I could take it with me when I travel and I know I will always have power for my phone. You're saying I'm going to have to make sure I travel with my computer, too? I'm not always going to have a computer with me (gasp) when I travel -- isn't that part of the reason for iPhones and iPads, so people don't have to travel with a laptop? Plus, charging via USB is considerably slower than charging from a direct outlet (even their crappy documentation states this).

Pros:
o Construction quality is great - very well put together and ""feels"" expensive
o Provides me at least two ""full"" charges on my iPhone 4
o Carrying pouch so you can carry it and a cable or two around
o It doesn't have to be rigidly connected to my device in order to charge it (some devices connect directly to your phone to charge it, making using your phone a little cumbersome and inconvenient; with this, you use your original charging cable and have a lot more freedom)
o It will charge just about ANY device that is charged via USB (iPhone, iPad, BlackBerry, Droid, etc)

Cons:
o Capacity lights don't seem to reliably indicate how much charge remains on the device
o (arguable con) - if it's true that they prefer you use USB to charge this rather than a power outlet, that should be stated in the documentation; this would have been a dealbreaker for me",0
"The three pack of screen protectors arrived in the mail today, two days after I placed the order and a day earlier than Amazon's earliest estimate. Not only did they arrive early, but the three of them were individually packaged.

It took all of two minutes to install it using the very easy, four-step instructions. All you have to do is simply clean your phone using the included cloth, peel the protector backing, apply, and smooth out the bubbles. No complicated fuss. If you mess up the installation (as I did the first time), you can simply peel the protector back and reapply, not to mention that there are two more included.

On the downside, there is one pain in the tuckus that almost made me remove a star. The backing and the protector itself each have a little sticker tab on them to make it easier to separate the two. However, once the protector is installed, the sticker is ridiculously hard to get off the thing completely. This step took 3/4 of the total time.

After that, though, I have absolutely no complaints. The screen protector literally invisible once installed. It does make the phone touch capability a little more resistive, but the pressure required is still very slight.

I highly recommend the product for the $4 (with shipping) I paid for it. I plan on giving one to a friend of mine who has the same phone and keeping the other as a spare. Would order again.

UPDATE

I've now been using these for almost a year. I have to say, I'm very pleased with the results. I'm on my second one now, after replacing the first one due to scratches. All of the above still applies, still 1000% satisfied with the product.",0
This case fits well on the HTC One V. It  has helpful side grips and does not stick to clothing fabric.  Came in retail packaging as stated.  I am very satisfied.,0
